Fecha,Temperatura_C,Voltaje_V,Eficiencia_%,Alarma
2024-03-01,75.1,213.2,75.23,0
2024-03-02,67.3,218.6,78.52,0
2024-03-03,68.9,232.8,75.06,0
2024-03-04,74.2,213.8,82.64,0
2024-03-05,67.9,235.3,83.23,0
2024-03-06,72.4,201.6,76.02,1
2024-03-07,71.0,213.8,78.89,1
2024-03-08,65.4,220.3,77.29,0
2024-03-09,70.3,207.6,82.1,0
2024-03-10,74.1,224.2,76.22,0
2024-03-11,67.3,200.9,79.36,1
2024-03-12,70.2,219.3,89.88,0
2024-03-13,73.0,225.7,86.9,0
2024-03-14,69.4,221.1,84.86,0
2024-03-15,66.7,228.3,83.97,0
2024-03-15 01:00:00,69.03303915281941,233.1789117146437,89.43409652330975,0
2024-03-15 02:00:00,74.62192877217618,207.13441747609872,76.45160860799918,0
2024-03-15 03:00:00,72.50034123557063,203.18747159741716,85.02796339209637,0
2024-03-15 04:00:00,71.20698729671125,226.39455033557803,81.63637825009374,0
2024-03-15 05:00:00,66.91338081229163,220.66187509338897,87.92586820987462,0
2024-03-15 06:00:00,66.91314684726117,229.85890992048456,77.68535987961026,0
2024-03-15 07:00:00,65.96341103803154,205.70816975594437,85.32471661199176,0
2024-03-15 08:00:00,73.80190861401687,228.25719552798023,87.48086859258498,0
2024-03-15 09:00:00,71.23081561390913,207.83597980964242,89.05918273260502,0
2024-03-15 10:00:00,72.26830400462164,206.52976443458024,85.18573577925255,0
2024-03-15 11:00:00,65.5996695946693,206.55074344882615,82.42813000260489,0
2024-03-15 12:00:00,74.80812556597134,228.92137037595955,84.21649609978199,0
2024-03-15 13:00:00,73.47469361576408,223.7827843919493,87.9371718699746,0
2024-03-15 14:00:00,67.45968937357928,218.8934506120577,83.51643644518745,0
2024-03-15 15:00:00,67.16370218190887,213.2437686538485,75.51033622470712,0
2024-03-15 16:00:00,67.1790237455783,231.07569860397092,88.85665966741341,0
2024-03-15 17:00:00,68.35114975670751,214.40011169533867,85.27878645028774,0
2024-03-15 18:00:00,70.49013738683271,228.99102071782227,85.08592837721879,0
2024-03-15 19:00:00,69.58986668082852,216.00624085481553,78.25630575853417,0
2024-03-15 20:00:00,68.224922659921,213.86688837221683,84.82468266884797,0
2024-03-15 21:00:00,71.33497307880708,216.81618462703446,80.89707049179462,0
